Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Race,Race Code,Year,Year Code,Sex,Sex Code,Count,Population,Crude Rate
,Stomach,21020,Arkansas,5,Black or African American,2054-5,2013,2013,Male,M,24,227027,10.57
,Stomach,21020,Arkansas,5,Black or African American,2054-5,2014,2014,Male,M,25,228356,10.95
,Stomach,21020,Arkansas,5,Black or African American,2054-5,2015,2015,Male,M,24,230171,10.43
,Stomach,21020,Arkansas,5,White,2106-3,2011,2011,Female,F,53,1208534,4.39
,Stomach,21020,Arkansas,5,White,2106-3,2011,2011,Male,M,106,1180539,8.98
,Stomach,21020,Arkansas,5,White,2106-3,2012,2012,Female,F,63,1211397,5.2
,Stomach,21020,Arkansas,5,White,2106-3,2012,2012,Male,M,100,1183451,8.45
,Stomach,21020,Arkansas,5,White,2106-3,2013,2013,Female,F,54,1213343,4.45
,Stomach,21020,Arkansas,5,White,2106-3,2013,2013,Male,M,113,1184519,9.54
,Stomach,21020,Arkansas,5,White,2106-3,2014,2014,Female,F,65,1215123,5.35
,Stomach,21020,Arkansas,5,White,2106-3,2014,2014,Male,M,104,1186277,8.77
,Stomach,21020,Arkansas,5,White,2106-3,2015,2015,Female,F,63,1217669,5.17
,Stomach,21020,Arkansas,5,White,2106-3,2015,2015,Male,M,137,1188839,11.52
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2011,2011,Female,F,224,2967067,7.55
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2011,2011,Male,M,312,2695993,11.57
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2012,2012,Female,F,283,3032731,9.33
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2012,2012,Male,M,362,2755340,13.14
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2013,2013,Female,F,287,3103643,9.25
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2013,2013,Male,M,337,2820468,11.95
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2014,2014,Female,F,245,3179279,7.71
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2014,2014,Male,M,378,2890096,13.08
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2015,2015,Female,F,276,3258001,8.47
,Stomach,21020,California,6,Asian or Pacific Islander,A-PI,2015,2015,Male,M,321,2961706,10.84
,Stomach,21020,California,6,Black or African American,2054-5,2011,2011,Female,F,103,1387646,7.42
,Stomach,21020,California,6,Black or African American,2054-5,2011,2011,Male,M,123,1352508,9.09
,Stomach,21020,California,6,Black or African American,2054-5,2012,2012,Female,F,107,1394784,7.67
,Stomach,21020,California,6,Black or African American,2054-5,2012,2012,Male,M,125,1362472,9.17
,Stomach,21020,California,6,Black or African American,2054-5,2013,2013,Female,F,70,1401796,4.99
,Stomach,21020,California,6,Black or African American,2054-5,2013,2013,Male,M,136,1369274,9.93
,Stomach,21020,California,6,Black or African American,2054-5,2014,2014,Female,F,83,1410053,5.89
,Stomach,21020,California,6,Black or African American,2054-5,2014,2014,Male,M,136,1381572,9.84
,Stomach,21020,California,6,Black or African American,2054-5,2015,2015,Female,F,81,1418322,5.71
,Stomach,21020,California,6,Black or African American,2054-5,2015,2015,Male,M,120,1392128,8.62
,Stomach,21020,California,6,White,2106-3,2011,2011,Female,F,790,14234455,5.55
,Stomach,21020,California,6,White,2106-3,2011,2011,Male,M,1265,14293651,8.85
,Stomach,21020,California,6,White,2106-3,2012,2012,Female,F,843,14327672,5.88
,Stomach,21020,California,6,White,2106-3,2012,2012,Male,M,1309,14387823,9.1
,Stomach,21020,California,6,White,2106-3,2013,2013,Female,F,824,14416615,5.72
,Stomach,21020,California,6,White,2106-3,2013,2013,Male,M,1250,14468917,8.64
,Stomach,21020,California,6,White,2106-3,2014,2014,Female,F,847,14502917,5.84
,Stomach,21020,California,6,White,2106-3,2014,2014,Male,M,1324,14557451,9.09
,Stomach,21020,California,6,White,2106-3,2015,2015,Female,F,761,14569723,5.22
,Stomach,21020,California,6,White,2106-3,2015,2015,Male,M,1349,14627619,9.22
,Stomach,21020,California,6,Other Races and Unknown combined,2131-1,2015,2015,Female,F,28,Not Applicable,Not Applicable
,Stomach,21020,California,6,Other Races and Unknown combined,2131-1,2015,2015,Male,M,19,Not Applicable,Not Applicable
,Stomach,21020,Colorado,8,Black or African American,2054-5,2012,2012,Male,M,16,135541,11.8
,Stomach,21020,Colorado,8,White,2106-3,2011,2011,Female,F,104,2290625,4.54
,Stomach,21020,Colorado,8,White,2106-3,2011,2011,Male,M,166,2302584,7.21
,Stomach,21020,Colorado,8,White,2106-3,2012,2012,Female,F,89,2318686,3.84
,Stomach,21020,Colorado,8,White,2106-3,2012,2012,Male,M,171,2332497,7.33
,Stomach,21020,Colorado,8,White,2106-3,2013,2013,Female,F,80,2349095,3.41
,Stomach,21020,Colorado,8,White,2106-3,2013,2013,Male,M,182,2364061,7.7
,Stomach,21020,Colorado,8,White,2106-3,2014,2014,Female,F,89,2380229,3.74
,Stomach,21020,Colorado,8,White,2106-3,2014,2014,Male,M,172,2398523,7.17
,Stomach,21020,Colorado,8,White,2106-3,2015,2015,Female,F,80,2417473,3.31
,Stomach,21020,Colorado,8,White,2106-3,2015,2015,Male,M,190,2441429,7.78
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2011,2011,Female,F,21,221054,9.5
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2011,2011,Male,M,19,202098,9.4
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2012,2012,Female,F,24,223554,10.74
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2012,2012,Male,M,21,204780,10.25
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2013,2013,Female,F,19,226500,8.39
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2013,2013,Male,M,27,208012,12.98
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2014,2014,Female,F,17,228602,7.44
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2014,2014,Male,M,22,210246,10.46
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2015,2015,Female,F,20,231403,8.64
,Stomach,21020,Connecticut,9,Black or African American,2054-5,2015,2015,Male,M,30,212885,14.09
,Stomach,21020,Connecticut,9,White,2106-3,2011,2011,Female,F,94,1528544,6.15
,Stomach,21020,Connecticut,9,White,2106-3,2011,2011,Male,M,210,1459411,14.39
,Stomach,21020,Connecticut,9,White,2106-3,2012,2012,Female,F,109,1524329,7.15
,Stomach,21020,Connecticut,9,White,2106-3,2012,2012,Male,M,191,1456656,13.11
,Stomach,21020,Connecticut,9,White,2106-3,2013,2013,Female,F,114,1519477,7.5
,Stomach,21020,Connecticut,9,White,2106-3,2013,2013,Male,M,200,1453298,13.76
,Stomach,21020,Connecticut,9,White,2106-3,2014,2014,Female,F,109,1511814,7.21
,Stomach,21020,Connecticut,9,White,2106-3,2014,2014,Male,M,163,1447510,11.26
,Stomach,21020,Connecticut,9,White,2106-3,2015,2015,Female,F,86,1502633,5.72
,Stomach,21020,Connecticut,9,White,2106-3,2015,2015,Male,M,180,1439364,12.51
,Stomach,21020,Delaware,10,White,2106-3,2011,2011,Female,F,19,337583,5.63
,Stomach,21020,Delaware,10,White,2106-3,2011,2011,Male,M,37,321544,11.51
,Stomach,21020,Delaware,10,White,2106-3,2012,2012,Female,F,18,339692,5.3
,Stomach,21020,Delaware,10,White,2106-3,2012,2012,Male,M,33,323953,10.19
,Stomach,21020,Delaware,10,White,2106-3,2013,2013,Female,F,24,341749,7.02
,Stomach,21020,Delaware,10,White,2106-3,2013,2013,Male,M,33,325587,10.14
,Stomach,21020,Delaware,10,White,2106-3,2014,2014,Female,F,17,344071,4.94
,Stomach,21020,Delaware,10,White,2106-3,2014,2014,Male,M,34,327677,10.38
,Stomach,21020,Delaware,10,White,2106-3,2015,2015,Female,F,20,345971,5.78
,Stomach,21020,Delaware,10,White,2106-3,2015,2015,Male,M,43,329539,13.05
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2011,2011,Female,F,24,175427,13.68
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2011,2011,Male,M,18,146528,12.28
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2012,2012,Female,F,17,177462,9.58
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2012,2012,Male,M,25,147892,16.9
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2013,2013,Female,F,18,179850,10.01
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2013,2013,Male,M,18,149878,12.01
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2014,2014,Female,F,20,181083,11.04
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2014,2014,Male,M,28,150995,18.54
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2015,2015,Female,F,16,182232,8.78
,Stomach,21020,District of Columbia,11,Black or African American,2054-5,2015,2015,Male,M,22,151649,14.51
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2011,2011,Male,M,18,262652,6.85
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2012,2012,Male,M,16,271411,5.9
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2013,2013,Female,F,20,321904,6.21
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2013,2013,Male,M,18,279885,6.43
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2014,2014,Female,F,20,333222,6
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2014,2014,Male,M,20,289449,6.91
,Stomach,21020,Florida,12,Asian or Pacific Islander,A-PI,2015,2015,Male,M,17,300085,5.67
,Stomach,21020,Florida,12,Black or African American,2054-5,2011,2011,Female,F,112,1691643,6.62
,Stomach,21020,Florida,12,Black or African American,2054-5,2011,2011,Male,M,140,1575615,8.89
,Stomach,21020,Florida,12,Black or African American,2054-5,2012,2012,Female,F,109,1728341,6.31
,Stomach,21020,Florida,12,Black or African American,2054-5,2012,2012,Male,M,168,1607022,10.45
,Stomach,21020,Florida,12,Black or African American,2054-5,2013,2013,Female,F,103,1757102,5.86
,Stomach,21020,Florida,12,Black or African American,2054-5,2013,2013,Male,M,149,1634694,9.11
,Stomach,21020,Florida,12,Black or African American,2054-5,2014,2014,Female,F,107,1792285,5.97
,Stomach,21020,Florida,12,Black or African American,2054-5,2014,2014,Male,M,165,1667399,9.9
,Stomach,21020,Florida,12,Black or African American,2054-5,2015,2015,Female,F,104,1827363,5.69
,Stomach,21020,Florida,12,Black or African American,2054-5,2015,2015,Male,M,167,1701217,9.82
,Stomach,21020,Florida,12,White,2106-3,2011,2011,Female,F,438,7718779,5.67
,Stomach,21020,Florida,12,White,2106-3,2011,2011,Male,M,756,7444634,10.15
,Stomach,21020,Florida,12,White,2106-3,2012,2012,Female,F,488,7798844,6.26
,Stomach,21020,Florida,12,White,2106-3,2012,2012,Male,M,797,7522121,10.6
,Stomach,21020,Florida,12,White,2106-3,2013,2013,Female,F,451,7879972,5.72
,Stomach,21020,Florida,12,White,2106-3,2013,2013,Male,M,736,7602498,9.68
,Stomach,21020,Florida,12,White,2106-3,2014,2014,Female,F,444,7990618,5.56
,Stomach,21020,Florida,12,White,2106-3,2014,2014,Male,M,746,7707630,9.68
,Stomach,21020,Florida,12,White,2106-3,2015,2015,Female,F,394,8124532,4.85
,Stomach,21020,Florida,12,White,2106-3,2015,2015,Male,M,779,7834395,9.94
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2011,2011,Male,M,20,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2012,2012,Female,F,18,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2013,2013,Male,M,17,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2014,2014,Female,F,19,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2014,2014,Male,M,29,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2015,2015,Female,F,27,Not Applicable,Not Applicable
,Stomach,21020,Florida,12,Other Races and Unknown combined,2131-1,2015,2015,Male,M,33,Not Applicable,Not Applicable
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2011,2011,Male,M,17,179999,9.44
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2012,2012,Male,M,16,187853,8.52
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2013,2013,Male,M,21,195320,10.75
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2014,2014,Female,F,18,215806,8.34
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2014,2014,Male,M,18,203748,8.83
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2015,2015,Female,F,18,225297,7.99
,Stomach,21020,Georgia,13,Asian or Pacific Islander,A-PI,2015,2015,Male,M,18,213334,8.44
,Stomach,21020,Georgia,13,Black or African American,2054-5,2011,2011,Female,F,111,1656219,6.7
,Stomach,21020,Georgia,13,Black or African American,2054-5,2011,2011,Male,M,124,1467837,8.45
,Stomach,21020,Georgia,13,Black or African American,2054-5,2012,2012,Female,F,97,1680487,5.77
,Stomach,21020,Georgia,13,Black or African American,2054-5,2012,2012,Male,M,111,1491510,7.44
,Stomach,21020,Georgia,13,Black or African American,2054-5,2013,2013,Female,F,93,1704192,5.46
,Stomach,21020,Georgia,13,Black or African American,2054-5,2013,2013,Male,M,143,1509744,9.47
,Stomach,21020,Georgia,13,Black or African American,2054-5,2014,2014,Female,F,110,1734763,6.34
,Stomach,21020,Georgia,13,Black or African American,2054-5,2014,2014,Male,M,172,1533497,11.22
,Stomach,21020,Georgia,13,Black or African American,2054-5,2015,2015,Female,F,117,1767421,6.62
,Stomach,21020,Georgia,13,Black or African American,2054-5,2015,2015,Male,M,137,1559252,8.79
,Stomach,21020,Georgia,13,White,2106-3,2011,2011,Female,F,128,3146514,4.07
,Stomach,21020,Georgia,13,White,2106-3,2011,2011,Male,M,224,3115813,7.19
,Stomach,21020,Georgia,13,White,2106-3,2012,2012,Female,F,131,3165663,4.14
,Stomach,21020,Georgia,13,White,2106-3,2012,2012,Male,M,240,3134385,7.66
,Stomach,21020,Georgia,13,White,2106-3,2013,2013,Female,F,118,3174695,3.72
,Stomach,21020,Georgia,13,White,2106-3,2013,2013,Male,M,237,3138143,7.55
,Stomach,21020,Georgia,13,White,2106-3,2014,2014,Female,F,160,3191328,5.01
,Stomach,21020,Georgia,13,White,2106-3,2014,2014,Male,M,226,3151565,7.17
,Stomach,21020,Georgia,13,White,2106-3,2015,2015,Female,F,160,3209693,4.98
,Stomach,21020,Georgia,13,White,2106-3,2015,2015,Male,M,240,3167199,7.58
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2011,2011,Female,F,55,511862,10.75
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2011,2011,Male,M,70,481427,14.54
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2012,2012,Female,F,66,515539,12.8
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2012,2012,Male,M,68,485208,14.01
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2013,2013,Female,F,66,519574,12.7
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2013,2013,Male,M,72,489533,14.71
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2014,2014,Female,F,55,521991,10.54
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2014,2014,Male,M,72,491739,14.64
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2015,2015,Female,F,41,524192,7.82
,Stomach,21020,Hawaii,15,Asian or Pacific Islander,A-PI,2015,2015,Male,M,75,493613,15.19
,Stomach,21020,Hawaii,15,White,2106-3,2011,2011,Male,M,21,184274,11.4
,Stomach,21020,Hawaii,15,White,2106-3,2012,2012,Male,M,17,187063,9.09
,Stomach,21020,Hawaii,15,White,2106-3,2013,2013,Male,M,16,189887,8.43
,Stomach,21020,Hawaii,15,White,2106-3,2015,2015,Male,M,21,194055,10.82
,Stomach,21020,Idaho,16,White,2106-3,2011,2011,Female,F,24,754000,3.18
,Stomach,21020,Idaho,16,White,2106-3,2011,2011,Male,M,49,756517,6.48
,Stomach,21020,Idaho,16,White,2106-3,2012,2012,Female,F,20,758969,2.64
,Stomach,21020,Idaho,16,White,2106-3,2012,2012,Male,M,46,761203,6.04
,Stomach,21020,Idaho,16,White,2106-3,2013,2013,Female,F,25,765683,3.27
,Stomach,21020,Idaho,16,White,2106-3,2013,2013,Male,M,48,768372,6.25
,Stomach,21020,Idaho,16,White,2106-3,2014,2014,Female,F,36,775063,4.64
,Stomach,21020,Idaho,16,White,2106-3,2014,2014,Male,M,65,778015,8.35
,Stomach,21020,Idaho,16,White,2106-3,2015,2015,Female,F,38,783154,4.85
,Stomach,21020,Idaho,16,White,2106-3,2015,2015,Male,M,71,786456,9.03
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2011,2011,Female,F,17,342822,4.96
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2011,2011,Male,M,32,320820,9.97
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2012,2012,Female,F,16,352817,4.53
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2012,2012,Male,M,40,330222,12.11
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2013,2013,Female,F,24,362879,6.61
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2013,2013,Male,M,32,340155,9.41
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2014,2014,Female,F,24,372119,6.45
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2014,2014,Male,M,23,348482,6.6
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2015,2015,Female,F,25,380469,6.57
,Stomach,21020,Illinois,17,Asian or Pacific Islander,A-PI,2015,2015,Male,M,35,356657,9.81
,Stomach,21020,Illinois,17,Black or African American,2054-5,2011,2011,Female,F,84,1043267,8.05
,Stomach,21020,Illinois,17,Black or African American,2054-5,2011,2011,Male,M,120,924174,12.98
,Stomach,21020,Illinois,17,Black or African American,2054-5,2012,2012,Female,F,70,1042603,6.71
,Stomach,21020,Illinois,17,Black or African American,2054-5,2012,2012,Male,M,89,924985,9.62
,Stomach,21020,Illinois,17,Black or African American,2054-5,2013,2013,Female,F,94,1042088,9.02
,Stomach,21020,Illinois,17,Black or African American,2054-5,2013,2013,Male,M,110,925486,11.89
,Stomach,21020,Illinois,17,Black or African American,2054-5,2014,2014,Female,F,91,1040237,8.75
,Stomach,21020,Illinois,17,Black or African American,2054-5,2014,2014,Male,M,121,924982,13.08
,Stomach,21020,Illinois,17,Black or African American,2054-5,2015,2015,Female,F,85,1037462,8.19
,Stomach,21020,Illinois,17,Black or African American,2054-5,2015,2015,Male,M,105,923958,11.36
,Stomach,21020,Illinois,17,White,2106-3,2011,2011,Female,F,281,5122168,5.49
,Stomach,21020,Illinois,17,White,2106-3,2011,2011,Male,M,467,5020157,9.3
,Stomach,21020,Illinois,17,White,2106-3,2012,2012,Female,F,248,5116642,4.85
,Stomach,21020,Illinois,17,White,2106-3,2012,2012,Male,M,503,5016520,10.03
,Stomach,21020,Illinois,17,White,2106-3,2013,2013,Female,F,284,5108497,5.56
,Stomach,21020,Illinois,17,White,2106-3,2013,2013,Male,M,494,5013240,9.85
,Stomach,21020,Illinois,17,White,2106-3,2014,2014,Female,F,296,5093945,5.81
,Stomach,21020,Illinois,17,White,2106-3,2014,2014,Male,M,470,5000369,9.4
,Stomach,21020,Illinois,17,White,2106-3,2015,2015,Female,F,286,5070849,5.64
,Stomach,21020,Illinois,17,White,2106-3,2015,2015,Male,M,517,4981627,10.38
,Stomach,21020,Indiana,18,Black or African American,2054-5,2011,2011,Female,F,20,338853,5.9
,Stomach,21020,Indiana,18,Black or African American,2054-5,2011,2011,Male,M,24,314664,7.63
,Stomach,21020,Indiana,18,Black or African American,2054-5,2012,2012,Female,F,21,342215,6.14
,Stomach,21020,Indiana,18,Black or African American,2054-5,2012,2012,Male,M,27,318376,8.48
,Stomach,21020,Indiana,18,Black or African American,2054-5,2013,2013,Male,M,31,323198,9.59
,Stomach,21020,Indiana,18,Black or African American,2054-5,2014,2014,Female,F,27,350208,7.71
,Stomach,21020,Indiana,18,Black or African American,2054-5,2014,2014,Male,M,31,327350,9.47
,Stomach,21020,Indiana,18,Black or African American,2054-5,2015,2015,Female,F,17,353532,4.81
,Stomach,21020,Indiana,18,Black or African American,2054-5,2015,2015,Male,M,25,330897,7.56
,Stomach,21020,Indiana,18,White,2106-3,2011,2011,Female,F,113,2891520,3.91
,Stomach,21020,Indiana,18,White,2106-3,2011,2011,Male,M,202,2816512,7.17
,Stomach,21020,Indiana,18,White,2106-3,2012,2012,Female,F,151,2893862,5.22
,Stomach,21020,Indiana,18,White,2106-3,2012,2012,Male,M,215,2820762,7.62
,Stomach,21020,Indiana,18,White,2106-3,2013,2013,Female,F,118,2900255,4.07
,Stomach,21020,Indiana,18,White,2106-3,2013,2013,Male,M,252,2828035,8.91
,Stomach,21020,Indiana,18,White,2106-3,2014,2014,Female,F,131,2905091,4.51
,Stomach,21020,Indiana,18,White,2106-3,2014,2014,Male,M,232,2833344,8.19
,Stomach,21020,Indiana,18,White,2106-3,2015,2015,Female,F,123,2905942,4.23
,Stomach,21020,Indiana,18,White,2106-3,2015,2015,Male,M,269,2834795,9.49
,Stomach,21020,Iowa,19,White,2106-3,2011,2011,Female,F,80,1452541,5.51
,Stomach,21020,Iowa,19,White,2106-3,2011,2011,Male,M,115,1420571,8.1
,Stomach,21020,Iowa,19,White,2106-3,2012,2012,Female,F,52,1453603,3.58
,Stomach,21020,Iowa,19,White,2106-3,2012,2012,Male,M,118,1422804,8.29
,Stomach,21020,Iowa,19,White,2106-3,2013,2013,Female,F,54,1455522,3.71
,Stomach,21020,Iowa,19,White,2106-3,2013,2013,Male,M,101,1425863,7.08
,Stomach,21020,Iowa,19,White,2106-3,2014,2014,Female,F,45,1457588,3.09
,Stomach,21020,Iowa,19,White,2106-3,2014,2014,Male,M,112,1429217,7.84
,Stomach,21020,Iowa,19,White,2106-3,2015,2015,Female,F,62,1458803,4.25
,Stomach,21020,Iowa,19,White,2106-3,2015,2015,Male,M,112,1432345,7.82
,Stomach,21020,Kansas,20,White,2106-3,2011,2011,Female,F,63,1285365,4.9
,Stomach,21020,Kansas,20,White,2106-3,2011,2011,Male,M,113,1263246,8.95
,Stomach,21020,Kansas,20,White,2106-3,2012,2012,Female,F,44,1289100,3.41
,Stomach,21020,Kansas,20,White,2106-3,2012,2012,Male,M,104,1269046,8.2
,Stomach,21020,Kansas,20,White,2106-3,2013,2013,Female,F,43,1289383,3.33
,Stomach,21020,Kansas,20,White,2106-3,2013,2013,Male,M,96,1271446,7.55
,Stomach,21020,Kansas,20,White,2106-3,2014,2014,Female,F,46,1289432,3.57
,Stomach,21020,Kansas,20,White,2106-3,2014,2014,Male,M,84,1272908,6.6
,Stomach,21020,Kansas,20,White,2106-3,2015,2015,Female,F,49,1290030,3.8
,Stomach,21020,Kansas,20,White,2106-3,2015,2015,Male,M,93,1274639,7.3
,Stomach,21020,Kentucky,21,Black or African American,2054-5,2012,2012,Male,M,23,187405,12.27
,Stomach,21020,Kentucky,21,Black or African American,2054-5,2013,2013,Male,M,18,190512,9.45
,Stomach,21020,Kentucky,21,Black or African American,2054-5,2014,2014,Male,M,17,192527,8.83
,Stomach,21020,Kentucky,21,Black or African American,2054-5,2015,2015,Female,F,17,195752,8.68
,Stomach,21020,Kentucky,21,White,2106-3,2011,2011,Female,F,84,1994114,4.21
,Stomach,21020,Kentucky,21,White,2106-3,2011,2011,Male,M,170,1929252,8.81
,Stomach,21020,Kentucky,21,White,2106-3,2012,2012,Female,F,102,1996975,5.11
,Stomach,21020,Kentucky,21,White,2106-3,2012,2012,Male,M,200,1934017,10.34
,Stomach,21020,Kentucky,21,White,2106-3,2013,2013,Female,F,119,1999569,5.95
,Stomach,21020,Kentucky,21,White,2106-3,2013,2013,Male,M,194,1938409,10.01
,Stomach,21020,Kentucky,21,White,2106-3,2014,2014,Female,F,127,2002623,6.34
,Stomach,21020,Kentucky,21,White,2106-3,2014,2014,Male,M,200,1941043,10.3
,Stomach,21020,Kentucky,21,White,2106-3,2015,2015,Female,F,120,2004619,5.99
,Stomach,21020,Kentucky,21,White,2106-3,2015,2015,Male,M,196,1943275,10.09
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2011,2011,Female,F,61,788124,7.74
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2011,2011,Male,M,87,716561,12.14
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2012,2012,Female,F,55,794655,6.92
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2012,2012,Male,M,102,722344,14.12
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2013,2013,Female,F,57,801278,7.11
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2013,2013,Male,M,80,727905,10.99
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2014,2014,Female,F,67,806414,8.31
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2014,2014,Male,M,94,732464,12.83
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2015,2015,Female,F,64,810799,7.89
,Stomach,21020,Louisiana,22,Black or African American,2054-5,2015,2015,Male,M,93,736467,12.63
,Stomach,21020,Louisiana,22,White,2106-3,2011,2011,Female,F,75,1487690,5.04
,Stomach,21020,Louisiana,22,White,2106-3,2011,2011,Male,M,132,1463066,9.02
,Stomach,21020,Louisiana,22,White,2106-3,2012,2012,Female,F,54,1493887,3.61
,Stomach,21020,Louisiana,22,White,2106-3,2012,2012,Male,M,117,1469177,7.96
,Stomach,21020,Louisiana,22,White,2106-3,2013,2013,Female,F,73,1497419,4.88
,Stomach,21020,Louisiana,22,White,2106-3,2013,2013,Male,M,146,1473535,9.91
,Stomach,21020,Louisiana,22,White,2106-3,2014,2014,Female,F,73,1502137,4.86
,Stomach,21020,Louisiana,22,White,2106-3,2014,2014,Male,M,147,1478176,9.94
,Stomach,21020,Louisiana,22,White,2106-3,2015,2015,Female,F,65,1506945,4.31
,Stomach,21020,Louisiana,22,White,2106-3,2015,2015,Male,M,141,1483029,9.51
,Stomach,21020,Maine,23,White,2106-3,2011,2011,Female,F,29,654269,4.43
,Stomach,21020,Maine,23,White,2106-3,2011,2011,Male,M,49,626717,7.82
,Stomach,21020,Maine,23,White,2106-3,2012,2012,Female,F,35,653930,5.35
,Stomach,21020,Maine,23,White,2106-3,2012,2012,Male,M,67,626306,10.7
,Stomach,21020,Maine,23,White,2106-3,2013,2013,Female,F,26,653045,3.98
,Stomach,21020,Maine,23,White,2106-3,2013,2013,Male,M,57,626171,9.1
,Stomach,21020,Maine,23,White,2106-3,2014,2014,Female,F,52,653179,7.96
,Stomach,21020,Maine,23,White,2106-3,2014,2014,Male,M,55,626285,8.78
,Stomach,21020,Maine,23,White,2106-3,2015,2015,Female,F,36,652063,5.52
,Stomach,21020,Maine,23,White,2106-3,2015,2015,Male,M,62,624876,9.92
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2011,2011,Male,M,20,176327,11.34
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2012,2012,Male,M,16,182042,8.79
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2013,2013,Male,M,20,187725,10.65
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2014,2014,Female,F,17,212315,8.01
